text,sentiment
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
IndexNifty VIX11.341.05%add_circle_outline,neutral
IndexNifty VIX11.341.05%add_circle_outline,neutral
IndexNifty VIX11.341.05%,neutral
Index,neutral
Index,neutral
Nifty VIX,positive
11.341.05%,neutral
11.34,neutral
11.34,neutral
11.34,neutral
11.34,neutral
1.05%,neutral
1.05%,neutral
1.05%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexHang Seng Index16,723.920.0071%add_circle_outline",neutral
"IndexHang Seng Index16,723.920.0071%add_circle_outline",neutral
"IndexHang Seng Index16,723.920.0071%",neutral
Index,neutral
Index,neutral
Hang Seng Index,neutral
"16,723.920.0071%",neutral
"16,723.92",neutral
"16,723.92",neutral
"16,723.92",neutral
"16,723.92",neutral
0.0071%,neutral
0.0071%,neutral
0.0071%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexDAX PERFORMANCE-INDEX18,175.041.24%add_circle_outline",neutral
"IndexDAX PERFORMANCE-INDEX18,175.041.24%add_circle_outline",neutral
"IndexDAX PERFORMANCE-INDEX18,175.041.24%",neutral
Index,neutral
Index,neutral
DAX PERFORMANCE-INDEX,neutral
"18,175.041.24%",neutral
"18,175.04",neutral
"18,175.04",neutral
"18,175.04",neutral
"18,175.04",neutral
1.24%,neutral
1.24%,neutral
1.24%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexFTSE 100 Index7,911.160.81%add_circle_outline",neutral
"IndexFTSE 100 Index7,911.160.81%add_circle_outline",neutral
"IndexFTSE 100 Index7,911.160.81%",neutral
Index,neutral
Index,neutral
FTSE 100 Index,neutral
"7,911.160.81%",neutral
"7,911.16",neutral
"7,911.16",neutral
"7,911.16",neutral
"7,911.16",neutral
0.81%,neutral
0.81%,neutral
0.81%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexNifty Financial Services21,556.650.86%add_circle_outline",neutral
"IndexNifty Financial Services21,556.650.86%add_circle_outline",neutral
"IndexNifty Financial Services21,556.650.86%",neutral
Index,neutral
Index,neutral
Nifty Financial Services,positive
"21,556.650.86%",neutral
"21,556.65",neutral
"21,556.65",neutral
"21,556.65",neutral
"21,556.65",neutral
0.86%,neutral
0.86%,neutral
0.86%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexS&P 5005,204.341.11%add_circle_outline",neutral
"IndexS&P 5005,204.341.11%add_circle_outline",neutral
"IndexS&P 5005,204.341.11%",neutral
Index,neutral
Index,neutral
S&P 500,neutral
"5,204.341.11%",neutral
"5,204.34",neutral
"5,204.34",neutral
"5,204.34",neutral
"5,204.34",neutral
1.11%,neutral
1.11%,neutral
1.11%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexRussell 2000 Index2,063.470.47%add_circle_outline",neutral
"IndexRussell 2000 Index2,063.470.47%add_circle_outline",neutral
"IndexRussell 2000 Index2,063.470.47%",neutral
Index,neutral
Index,neutral
Russell 2000 Index,neutral
"2,063.470.47%",neutral
"2,063.47",neutral
"2,063.47",neutral
"2,063.47",neutral
"2,063.47",neutral
0.47%,neutral
0.47%,neutral
0.47%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexS&P BSE Midcap40,830.540.50%add_circle_outline",neutral
"IndexS&P BSE Midcap40,830.540.50%add_circle_outline",neutral
"IndexS&P BSE Midcap40,830.540.50%",neutral
Index,neutral
Index,neutral
S&P BSE Midcap,neutral
"40,830.540.50%",neutral
"40,830.54",neutral
"40,830.54",neutral
"40,830.54",neutral
"40,830.54",neutral
0.50%,neutral
0.50%,neutral
0.50%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
IndexVIX16.031.96%add_circle_outline,neutral
IndexVIX16.031.96%add_circle_outline,neutral
IndexVIX16.031.96%,neutral
Index,neutral
Index,neutral
VIX,neutral
16.031.96%,neutral
16.03,neutral
16.03,neutral
16.03,neutral
16.03,neutral
1.96%,neutral
1.96%,neutral
1.96%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexKOSPI2,714.211.01%add_circle_outline",neutral
"IndexKOSPI2,714.211.01%add_circle_outline",neutral
"IndexKOSPI2,714.211.01%",neutral
Index,neutral
Index,neutral
KOSPI,neutral
"2,714.211.01%",neutral
"2,714.21",neutral
"2,714.21",neutral
"2,714.21",neutral
"2,714.21",neutral
1.01%,neutral
1.01%,neutral
1.01%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexNasdaq-10018,108.461.28%add_circle_outline",neutral
"IndexNasdaq-10018,108.461.28%add_circle_outline",neutral
"IndexNasdaq-10018,108.461.28%",neutral
Index,neutral
Index,neutral
Nasdaq-100,neutral
"18,108.461.28%",neutral
"18,108.46",neutral
"18,108.46",neutral
"18,108.46",neutral
"18,108.46",neutral
1.28%,neutral
1.28%,neutral
1.28%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
"IndexCAC 408,061.311.11%add_circle_outline",neutral
"IndexCAC 408,061.311.11%add_circle_outline",neutral
"IndexCAC 408,061.311.11%",neutral
Index,neutral
Index,neutral
CAC 40,neutral
"8,061.311.11%",neutral
"8,061.31",neutral
"8,061.31",neutral
"8,061.31",neutral
"8,061.31",neutral
1.11%,neutral
1.11%,neutral
1.11%,neutral
,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
add_circle_outline,neutral
add_circle_outline,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
,neutral
HelpSend feedbackPrivacyTermsDisclaimer,neutral
HelpSend feedbackPrivacyTermsDisclaimer,neutral
HelpSend feedbackPrivacyTermsDisclaimer,neutral
Send feedback,neutral
,neutral
SearchClear searchClose searchGoogle appsMain menu,neutral
Search,neutral
Clear search,positive
Close search,neutral
Google apps,neutral
Main menu,neutral
